"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",5,0,1,0,0,1,1,1,0,1,0
"2",5,1,1,0,0,0,1,0,1,1,0
"3",5,0,1,1,1,0,1,0,1,0,0
"4",6,1,0,1,1,1,1,1,0,0,0
"5",5,0,0,1,1,1,0,1,1,0,0
"6",6,1,1,1,0,0,1,1,1,0,0
"7",3,0,1,0,0,1,1,0,0,0,0
"8",4,1,0,1,0,1,0,0,0,1,0
"9",6,1,1,1,1,1,0,0,0,1,0
"10",3,0,1,0,0,0,1,0,1,0,0
"11",5,0,1,1,1,0,1,0,0,1,0
"12",4,1,0,0,1,1,0,0,0,1,0
"13",3,0,0,1,0,0,0,1,1,0,0
"14",6,0,0,1,1,1,1,1,1,0,0
"15",5,1,0,0,1,0,1,0,1,1,0
"16",4,0,0,0,1,0,1,0,1,1,0
"17",3,1,1,0,0,0,0,0,0,1,0
"18",6,0,1,1,1,0,1,1,0,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
