"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",4,1,0,0,1,0,0,1,0,1,0
"2",3,0,0,1,0,0,1,0,0,1,0
"3",4,1,1,0,1,0,0,0,1,0,0
"4",4,0,0,1,0,1,1,0,0,1,0
"5",6,1,0,1,0,1,1,1,1,0,0
"6",5,1,1,1,1,0,0,0,1,0,0
"7",6,0,0,1,1,0,1,1,1,1,0
"8",4,0,0,1,1,1,0,0,0,1,0
"9",4,1,0,0,0,1,0,1,1,0,0
"10",4,1,0,0,1,1,0,1,0,0,0
"11",4,0,1,1,1,0,0,1,0,0,0
"12",5,0,1,1,0,0,1,0,1,1,0
"13",5,1,0,1,1,0,0,1,0,1,0
"14",7,0,1,1,1,1,1,1,0,1,0
"15",4,1,0,1,0,1,0,0,0,1,0
"16",5,0,1,0,1,0,0,1,1,1,0
"17",4,0,1,0,0,1,1,0,0,1,0
"18",5,1,1,1,0,1,0,0,0,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
