"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",8,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
"2",7,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
"3",8,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"4",11,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
"5",10,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"6",10,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0
"7",7,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"8",13,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
"9",11,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
"10",11,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0
"11",10,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"12",11,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0
"13",6,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14",13,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
"15",11,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0
"16",8,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
"17",11,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0
"18",8,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"19",10,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0
"20",4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
